cnmr,graph
nmrshiftdb2_10017836.csv,nmrshiftdb2_10017836.pickle
nmrshiftdb2_10017838.csv,nmrshiftdb2_10017838.pickle
nmrshiftdb2_10017840.csv,nmrshiftdb2_10017840.pickle
nmrshiftdb2_10017841.csv,nmrshiftdb2_10017841.pickle
nmrshiftdb2_10017842.csv,nmrshiftdb2_10017842.pickle
nmrshiftdb2_10017843.csv,nmrshiftdb2_10017843.pickle
nmrshiftdb2_10017845.csv,nmrshiftdb2_10017845.pickle
nmrshiftdb2_10017847.csv,nmrshiftdb2_10017847.pickle
nmrshiftdb2_10017848.csv,nmrshiftdb2_10017848.pickle
nmrshiftdb2_10017851.csv,nmrshiftdb2_10017851.pickle
nmrshiftdb2_10017852.csv,nmrshiftdb2_10017852.pickle
nmrshiftdb2_10017854.csv,nmrshiftdb2_10017854.pickle
nmrshiftdb2_10017855.csv,nmrshiftdb2_10017855.pickle
nmrshiftdb2_10017856.csv,nmrshiftdb2_10017856.pickle
nmrshiftdb2_10017857.csv,nmrshiftdb2_10017857.pickle
nmrshiftdb2_10017858.csv,nmrshiftdb2_10017858.pickle
nmrshiftdb2_10017859.csv,nmrshiftdb2_10017859.pickle
nmrshiftdb2_10017860.csv,nmrshiftdb2_10017860.pickle
nmrshiftdb2_10017861.csv,nmrshiftdb2_10017861.pickle
nmrshiftdb2_10017868.csv,nmrshiftdb2_10017868.pickle
nmrshiftdb2_10017869.csv,nmrshiftdb2_10017869.pickle
nmrshiftdb2_10017871.csv,nmrshiftdb2_10017871.pickle
nmrshiftdb2_10017873.csv,nmrshiftdb2_10017873.pickle
nmrshiftdb2_10017875.csv,nmrshiftdb2_10017875.pickle
nmrshiftdb2_10017876.csv,nmrshiftdb2_10017876.pickle
nmrshiftdb2_10017877.csv,nmrshiftdb2_10017877.pickle
nmrshiftdb2_10017878.csv,nmrshiftdb2_10017878.pickle
nmrshiftdb2_10017879.csv,nmrshiftdb2_10017879.pickle
nmrshiftdb2_10017880.csv,nmrshiftdb2_10017880.pickle
nmrshiftdb2_10017881.csv,nmrshiftdb2_10017881.pickle
nmrshiftdb2_10017883.csv,nmrshiftdb2_10017883.pickle
nmrshiftdb2_10017885.csv,nmrshiftdb2_10017885.pickle
nmrshiftdb2_10017886.csv,nmrshiftdb2_10017886.pickle
nmrshiftdb2_10017887.csv,nmrshiftdb2_10017887.pickle
nmrshiftdb2_10017888.csv,nmrshiftdb2_10017888.pickle
nmrshiftdb2_10017889.csv,nmrshiftdb2_10017889.pickle
nmrshiftdb2_10017890.csv,nmrshiftdb2_10017890.pickle
nmrshiftdb2_10017893.csv,nmrshiftdb2_10017893.pickle
nmrshiftdb2_10017894.csv,nmrshiftdb2_10017894.pickle
nmrshiftdb2_10017895.csv,nmrshiftdb2_10017895.pickle
nmrshiftdb2_10017896.csv,nmrshiftdb2_10017896.pickle
nmrshiftdb2_10017898.csv,nmrshiftdb2_10017898.pickle
nmrshiftdb2_10017902.csv,nmrshiftdb2_10017902.pickle
nmrshiftdb2_10017904.csv,nmrshiftdb2_10017904.pickle
nmrshiftdb2_10017905.csv,nmrshiftdb2_10017905.pickle
nmrshiftdb2_10017906.csv,nmrshiftdb2_10017906.pickle
nmrshiftdb2_10017907.csv,nmrshiftdb2_10017907.pickle
nmrshiftdb2_10017908.csv,nmrshiftdb2_10017908.pickle
nmrshiftdb2_10017909.csv,nmrshiftdb2_10017909.pickle
nmrshiftdb2_10017910.csv,nmrshiftdb2_10017910.pickle
nmrshiftdb2_10017911.csv,nmrshiftdb2_10017911.pickle
nmrshiftdb2_10017912.csv,nmrshiftdb2_10017912.pickle
nmrshiftdb2_10017913.csv,nmrshiftdb2_10017913.pickle
nmrshiftdb2_10017914.csv,nmrshiftdb2_10017914.pickle
nmrshiftdb2_10017915.csv,nmrshiftdb2_10017915.pickle
nmrshiftdb2_10017918.csv,nmrshiftdb2_10017918.pickle
nmrshiftdb2_10017919.csv,nmrshiftdb2_10017919.pickle
nmrshiftdb2_10017920.csv,nmrshiftdb2_10017920.pickle
nmrshiftdb2_10017921.csv,nmrshiftdb2_10017921.pickle
nmrshiftdb2_10017922.csv,nmrshiftdb2_10017922.pickle
nmrshiftdb2_10017923.csv,nmrshiftdb2_10017923.pickle
nmrshiftdb2_10017924.csv,nmrshiftdb2_10017924.pickle
nmrshiftdb2_10017929.csv,nmrshiftdb2_10017929.pickle
nmrshiftdb2_10017930.csv,nmrshiftdb2_10017930.pickle
nmrshiftdb2_10017931.csv,nmrshiftdb2_10017931.pickle
nmrshiftdb2_10017933.csv,nmrshiftdb2_10017933.pickle
nmrshiftdb2_10017934.csv,nmrshiftdb2_10017934.pickle
nmrshiftdb2_10017935.csv,nmrshiftdb2_10017935.pickle
nmrshiftdb2_10017936.csv,nmrshiftdb2_10017936.pickle
nmrshiftdb2_10017937.csv,nmrshiftdb2_10017937.pickle
nmrshiftdb2_10017938.csv,nmrshiftdb2_10017938.pickle
nmrshiftdb2_10017939.csv,nmrshiftdb2_10017939.pickle
nmrshiftdb2_10017941.csv,nmrshiftdb2_10017941.pickle
nmrshiftdb2_10017943.csv,nmrshiftdb2_10017943.pickle
nmrshiftdb2_10017945.csv,nmrshiftdb2_10017945.pickle
nmrshiftdb2_10017946.csv,nmrshiftdb2_10017946.pickle
nmrshiftdb2_10017947.csv,nmrshiftdb2_10017947.pickle
nmrshiftdb2_10017948.csv,nmrshiftdb2_10017948.pickle
nmrshiftdb2_10017951.csv,nmrshiftdb2_10017951.pickle
nmrshiftdb2_10017952.csv,nmrshiftdb2_10017952.pickle
nmrshiftdb2_10017953.csv,nmrshiftdb2_10017953.pickle
nmrshiftdb2_10017954.csv,nmrshiftdb2_10017954.pickle
nmrshiftdb2_10017955.csv,nmrshiftdb2_10017955.pickle
nmrshiftdb2_10017956.csv,nmrshiftdb2_10017956.pickle
nmrshiftdb2_10017957.csv,nmrshiftdb2_10017957.pickle
nmrshiftdb2_10017960.csv,nmrshiftdb2_10017960.pickle
nmrshiftdb2_10017961.csv,nmrshiftdb2_10017961.pickle
nmrshiftdb2_10017962.csv,nmrshiftdb2_10017962.pickle
nmrshiftdb2_10017963.csv,nmrshiftdb2_10017963.pickle
nmrshiftdb2_10017964.csv,nmrshiftdb2_10017964.pickle
nmrshiftdb2_10017965.csv,nmrshiftdb2_10017965.pickle
nmrshiftdb2_10017966.csv,nmrshiftdb2_10017966.pickle
nmrshiftdb2_10017967.csv,nmrshiftdb2_10017967.pickle
nmrshiftdb2_10017968.csv,nmrshiftdb2_10017968.pickle
nmrshiftdb2_10017970.csv,nmrshiftdb2_10017970.pickle
nmrshiftdb2_10017972.csv,nmrshiftdb2_10017972.pickle
nmrshiftdb2_10017974.csv,nmrshiftdb2_10017974.pickle
nmrshiftdb2_10017976.csv,nmrshiftdb2_10017976.pickle
nmrshiftdb2_10017977.csv,nmrshiftdb2_10017977.pickle
nmrshiftdb2_10017978.csv,nmrshiftdb2_10017978.pickle
nmrshiftdb2_10017979.csv,nmrshiftdb2_10017979.pickle
nmrshiftdb2_10017981.csv,nmrshiftdb2_10017981.pickle
nmrshiftdb2_10017982.csv,nmrshiftdb2_10017982.pickle
nmrshiftdb2_10017983.csv,nmrshiftdb2_10017983.pickle
nmrshiftdb2_10017985.csv,nmrshiftdb2_10017985.pickle
nmrshiftdb2_10017986.csv,nmrshiftdb2_10017986.pickle
nmrshiftdb2_10017987.csv,nmrshiftdb2_10017987.pickle
nmrshiftdb2_10017989.csv,nmrshiftdb2_10017989.pickle
nmrshiftdb2_10017990.csv,nmrshiftdb2_10017990.pickle
nmrshiftdb2_10017991.csv,nmrshiftdb2_10017991.pickle
nmrshiftdb2_10017993.csv,nmrshiftdb2_10017993.pickle
nmrshiftdb2_10017997.csv,nmrshiftdb2_10017997.pickle
nmrshiftdb2_10017998.csv,nmrshiftdb2_10017998.pickle
nmrshiftdb2_10018000.csv,nmrshiftdb2_10018000.pickle
nmrshiftdb2_10018008.csv,nmrshiftdb2_10018008.pickle
nmrshiftdb2_10018009.csv,nmrshiftdb2_10018009.pickle
nmrshiftdb2_10018010.csv,nmrshiftdb2_10018010.pickle
nmrshiftdb2_10018011.csv,nmrshiftdb2_10018011.pickle
nmrshiftdb2_10018012.csv,nmrshiftdb2_10018012.pickle
nmrshiftdb2_10018015.csv,nmrshiftdb2_10018015.pickle
nmrshiftdb2_10018016.csv,nmrshiftdb2_10018016.pickle
nmrshiftdb2_10018017.csv,nmrshiftdb2_10018017.pickle
nmrshiftdb2_10018018.csv,nmrshiftdb2_10018018.pickle
nmrshiftdb2_10018024.csv,nmrshiftdb2_10018024.pickle
nmrshiftdb2_10018026.csv,nmrshiftdb2_10018026.pickle
nmrshiftdb2_10018034.csv,nmrshiftdb2_10018034.pickle
nmrshiftdb2_10018038.csv,nmrshiftdb2_10018038.pickle
nmrshiftdb2_10018039.csv,nmrshiftdb2_10018039.pickle
nmrshiftdb2_10018043.csv,nmrshiftdb2_10018043.pickle
nmrshiftdb2_10018046.csv,nmrshiftdb2_10018046.pickle
nmrshiftdb2_10018050.csv,nmrshiftdb2_10018050.pickle
nmrshiftdb2_10018054.csv,nmrshiftdb2_10018054.pickle
nmrshiftdb2_10018055.csv,nmrshiftdb2_10018055.pickle
nmrshiftdb2_10018056.csv,nmrshiftdb2_10018056.pickle
nmrshiftdb2_10018061.csv,nmrshiftdb2_10018061.pickle
nmrshiftdb2_10018062.csv,nmrshiftdb2_10018062.pickle
nmrshiftdb2_10018063.csv,nmrshiftdb2_10018063.pickle
nmrshiftdb2_10018064.csv,nmrshiftdb2_10018064.pickle
nmrshiftdb2_10018065.csv,nmrshiftdb2_10018065.pickle
nmrshiftdb2_10018066.csv,nmrshiftdb2_10018066.pickle
nmrshiftdb2_10018068.csv,nmrshiftdb2_10018068.pickle
nmrshiftdb2_10018069.csv,nmrshiftdb2_10018069.pickle
nmrshiftdb2_10018070.csv,nmrshiftdb2_10018070.pickle
nmrshiftdb2_10018071.csv,nmrshiftdb2_10018071.pickle
nmrshiftdb2_10018072.csv,nmrshiftdb2_10018072.pickle
nmrshiftdb2_10018076.csv,nmrshiftdb2_10018076.pickle
nmrshiftdb2_10018078.csv,nmrshiftdb2_10018078.pickle
nmrshiftdb2_10018079.csv,nmrshiftdb2_10018079.pickle
nmrshiftdb2_10018081.csv,nmrshiftdb2_10018081.pickle
nmrshiftdb2_10018082.csv,nmrshiftdb2_10018082.pickle
nmrshiftdb2_10018083.csv,nmrshiftdb2_10018083.pickle
nmrshiftdb2_10018084.csv,nmrshiftdb2_10018084.pickle
nmrshiftdb2_10018085.csv,nmrshiftdb2_10018085.pickle
nmrshiftdb2_10018086.csv,nmrshiftdb2_10018086.pickle
nmrshiftdb2_10018087.csv,nmrshiftdb2_10018087.pickle
nmrshiftdb2_10018088.csv,nmrshiftdb2_10018088.pickle
nmrshiftdb2_10018089.csv,nmrshiftdb2_10018089.pickle
nmrshiftdb2_10018090.csv,nmrshiftdb2_10018090.pickle
nmrshiftdb2_10018093.csv,nmrshiftdb2_10018093.pickle
nmrshiftdb2_10018096.csv,nmrshiftdb2_10018096.pickle
nmrshiftdb2_10018098.csv,nmrshiftdb2_10018098.pickle
nmrshiftdb2_10018099.csv,nmrshiftdb2_10018099.pickle
nmrshiftdb2_10018100.csv,nmrshiftdb2_10018100.pickle
nmrshiftdb2_10018103.csv,nmrshiftdb2_10018103.pickle
nmrshiftdb2_10018104.csv,nmrshiftdb2_10018104.pickle
nmrshiftdb2_10018105.csv,nmrshiftdb2_10018105.pickle
nmrshiftdb2_10018107.csv,nmrshiftdb2_10018107.pickle
nmrshiftdb2_10018108.csv,nmrshiftdb2_10018108.pickle
nmrshiftdb2_10018109.csv,nmrshiftdb2_10018109.pickle
nmrshiftdb2_10018111.csv,nmrshiftdb2_10018111.pickle
nmrshiftdb2_10018114.csv,nmrshiftdb2_10018114.pickle
nmrshiftdb2_10018115.csv,nmrshiftdb2_10018115.pickle
nmrshiftdb2_10018116.csv,nmrshiftdb2_10018116.pickle
nmrshiftdb2_10018117.csv,nmrshiftdb2_10018117.pickle
nmrshiftdb2_10018118.csv,nmrshiftdb2_10018118.pickle
nmrshiftdb2_10018120.csv,nmrshiftdb2_10018120.pickle
nmrshiftdb2_10018121.csv,nmrshiftdb2_10018121.pickle
nmrshiftdb2_10018122.csv,nmrshiftdb2_10018122.pickle
nmrshiftdb2_10018124.csv,nmrshiftdb2_10018124.pickle
nmrshiftdb2_10018125.csv,nmrshiftdb2_10018125.pickle
nmrshiftdb2_10018127.csv,nmrshiftdb2_10018127.pickle
nmrshiftdb2_10018128.csv,nmrshiftdb2_10018128.pickle
nmrshiftdb2_10018129.csv,nmrshiftdb2_10018129.pickle
nmrshiftdb2_10018130.csv,nmrshiftdb2_10018130.pickle
nmrshiftdb2_10018131.csv,nmrshiftdb2_10018131.pickle
nmrshiftdb2_10018132.csv,nmrshiftdb2_10018132.pickle
nmrshiftdb2_10018135.csv,nmrshiftdb2_10018135.pickle
nmrshiftdb2_10018136.csv,nmrshiftdb2_10018136.pickle
nmrshiftdb2_10018137.csv,nmrshiftdb2_10018137.pickle
nmrshiftdb2_10018138.csv,nmrshiftdb2_10018138.pickle
nmrshiftdb2_10018145.csv,nmrshiftdb2_10018145.pickle
nmrshiftdb2_10018146.csv,nmrshiftdb2_10018146.pickle
nmrshiftdb2_10018147.csv,nmrshiftdb2_10018147.pickle
nmrshiftdb2_10018148.csv,nmrshiftdb2_10018148.pickle
nmrshiftdb2_10018149.csv,nmrshiftdb2_10018149.pickle
nmrshiftdb2_10018150.csv,nmrshiftdb2_10018150.pickle
nmrshiftdb2_10018151.csv,nmrshiftdb2_10018151.pickle
nmrshiftdb2_10018152.csv,nmrshiftdb2_10018152.pickle
nmrshiftdb2_10018154.csv,nmrshiftdb2_10018154.pickle
nmrshiftdb2_10018155.csv,nmrshiftdb2_10018155.pickle
nmrshiftdb2_10018157.csv,nmrshiftdb2_10018157.pickle
nmrshiftdb2_10018162.csv,nmrshiftdb2_10018162.pickle
nmrshiftdb2_10018164.csv,nmrshiftdb2_10018164.pickle
nmrshiftdb2_10018165.csv,nmrshiftdb2_10018165.pickle
nmrshiftdb2_10018167.csv,nmrshiftdb2_10018167.pickle
nmrshiftdb2_10018168.csv,nmrshiftdb2_10018168.pickle
nmrshiftdb2_10018169.csv,nmrshiftdb2_10018169.pickle
nmrshiftdb2_10018170.csv,nmrshiftdb2_10018170.pickle
nmrshiftdb2_10018171.csv,nmrshiftdb2_10018171.pickle
nmrshiftdb2_10018172.csv,nmrshiftdb2_10018172.pickle
nmrshiftdb2_10018173.csv,nmrshiftdb2_10018173.pickle
nmrshiftdb2_10018174.csv,nmrshiftdb2_10018174.pickle
nmrshiftdb2_10018175.csv,nmrshiftdb2_10018175.pickle
nmrshiftdb2_10018177.csv,nmrshiftdb2_10018177.pickle
nmrshiftdb2_10018179.csv,nmrshiftdb2_10018179.pickle
nmrshiftdb2_10018180.csv,nmrshiftdb2_10018180.pickle
nmrshiftdb2_10018182.csv,nmrshiftdb2_10018182.pickle
nmrshiftdb2_10018183.csv,nmrshiftdb2_10018183.pickle
nmrshiftdb2_10018185.csv,nmrshiftdb2_10018185.pickle
nmrshiftdb2_10018186.csv,nmrshiftdb2_10018186.pickle
nmrshiftdb2_10018187.csv,nmrshiftdb2_10018187.pickle
nmrshiftdb2_10018188.csv,nmrshiftdb2_10018188.pickle
nmrshiftdb2_10018190.csv,nmrshiftdb2_10018190.pickle
nmrshiftdb2_10018191.csv,nmrshiftdb2_10018191.pickle
nmrshiftdb2_10018192.csv,nmrshiftdb2_10018192.pickle
nmrshiftdb2_10018194.csv,nmrshiftdb2_10018194.pickle
nmrshiftdb2_10018195.csv,nmrshiftdb2_10018195.pickle
nmrshiftdb2_10018196.csv,nmrshiftdb2_10018196.pickle
nmrshiftdb2_10018197.csv,nmrshiftdb2_10018197.pickle
nmrshiftdb2_10018198.csv,nmrshiftdb2_10018198.pickle
nmrshiftdb2_10018202.csv,nmrshiftdb2_10018202.pickle
nmrshiftdb2_10018203.csv,nmrshiftdb2_10018203.pickle
nmrshiftdb2_10018204.csv,nmrshiftdb2_10018204.pickle
nmrshiftdb2_10018207.csv,nmrshiftdb2_10018207.pickle
nmrshiftdb2_10018214.csv,nmrshiftdb2_10018214.pickle
nmrshiftdb2_10018221.csv,nmrshiftdb2_10018221.pickle
nmrshiftdb2_10018223.csv,nmrshiftdb2_10018223.pickle
nmrshiftdb2_10018227.csv,nmrshiftdb2_10018227.pickle
nmrshiftdb2_10018229.csv,nmrshiftdb2_10018229.pickle
nmrshiftdb2_10018230.csv,nmrshiftdb2_10018230.pickle
nmrshiftdb2_10018233.csv,nmrshiftdb2_10018233.pickle
nmrshiftdb2_10018237.csv,nmrshiftdb2_10018237.pickle
nmrshiftdb2_10018240.csv,nmrshiftdb2_10018240.pickle
nmrshiftdb2_10018241.csv,nmrshiftdb2_10018241.pickle
nmrshiftdb2_10018246.csv,nmrshiftdb2_10018246.pickle
nmrshiftdb2_10018247.csv,nmrshiftdb2_10018247.pickle
nmrshiftdb2_10018281.csv,nmrshiftdb2_10018281.pickle
nmrshiftdb2_10018282.csv,nmrshiftdb2_10018282.pickle
nmrshiftdb2_10018283.csv,nmrshiftdb2_10018283.pickle
nmrshiftdb2_10018284.csv,nmrshiftdb2_10018284.pickle
nmrshiftdb2_10018286.csv,nmrshiftdb2_10018286.pickle
nmrshiftdb2_10018287.csv,nmrshiftdb2_10018287.pickle
nmrshiftdb2_10018289.csv,nmrshiftdb2_10018289.pickle
nmrshiftdb2_10018290.csv,nmrshiftdb2_10018290.pickle
nmrshiftdb2_10018294.csv,nmrshiftdb2_10018294.pickle
nmrshiftdb2_10018296.csv,nmrshiftdb2_10018296.pickle
nmrshiftdb2_10018297.csv,nmrshiftdb2_10018297.pickle
nmrshiftdb2_10018298.csv,nmrshiftdb2_10018298.pickle
nmrshiftdb2_10018300.csv,nmrshiftdb2_10018300.pickle
nmrshiftdb2_10018301.csv,nmrshiftdb2_10018301.pickle
nmrshiftdb2_10018302.csv,nmrshiftdb2_10018302.pickle
nmrshiftdb2_10018303.csv,nmrshiftdb2_10018303.pickle
nmrshiftdb2_10018305.csv,nmrshiftdb2_10018305.pickle
nmrshiftdb2_10018309.csv,nmrshiftdb2_10018309.pickle
nmrshiftdb2_10018316.csv,nmrshiftdb2_10018316.pickle
nmrshiftdb2_10018317.csv,nmrshiftdb2_10018317.pickle
nmrshiftdb2_10018318.csv,nmrshiftdb2_10018318.pickle
nmrshiftdb2_10018319.csv,nmrshiftdb2_10018319.pickle
nmrshiftdb2_10018322.csv,nmrshiftdb2_10018322.pickle
nmrshiftdb2_10018323.csv,nmrshiftdb2_10018323.pickle
nmrshiftdb2_10018324.csv,nmrshiftdb2_10018324.pickle
nmrshiftdb2_10018325.csv,nmrshiftdb2_10018325.pickle
nmrshiftdb2_10018326.csv,nmrshiftdb2_10018326.pickle
nmrshiftdb2_10018327.csv,nmrshiftdb2_10018327.pickle
nmrshiftdb2_10018328.csv,nmrshiftdb2_10018328.pickle
nmrshiftdb2_10018329.csv,nmrshiftdb2_10018329.pickle
nmrshiftdb2_10018330.csv,nmrshiftdb2_10018330.pickle
nmrshiftdb2_10018331.csv,nmrshiftdb2_10018331.pickle
nmrshiftdb2_10018332.csv,nmrshiftdb2_10018332.pickle
nmrshiftdb2_10018334.csv,nmrshiftdb2_10018334.pickle
nmrshiftdb2_10018335.csv,nmrshiftdb2_10018335.pickle
nmrshiftdb2_10018336.csv,nmrshiftdb2_10018336.pickle
nmrshiftdb2_10018337.csv,nmrshiftdb2_10018337.pickle
nmrshiftdb2_10018341.csv,nmrshiftdb2_10018341.pickle
nmrshiftdb2_10018342.csv,nmrshiftdb2_10018342.pickle
nmrshiftdb2_10018344.csv,nmrshiftdb2_10018344.pickle
nmrshiftdb2_10018345.csv,nmrshiftdb2_10018345.pickle
nmrshiftdb2_10018352.csv,nmrshiftdb2_10018352.pickle
nmrshiftdb2_10018353.csv,nmrshiftdb2_10018353.pickle
nmrshiftdb2_10018354.csv,nmrshiftdb2_10018354.pickle
nmrshiftdb2_10018355.csv,nmrshiftdb2_10018355.pickle
nmrshiftdb2_10018356.csv,nmrshiftdb2_10018356.pickle
nmrshiftdb2_10018357.csv,nmrshiftdb2_10018357.pickle
nmrshiftdb2_10018361.csv,nmrshiftdb2_10018361.pickle
nmrshiftdb2_10018362.csv,nmrshiftdb2_10018362.pickle
nmrshiftdb2_10018363.csv,nmrshiftdb2_10018363.pickle
nmrshiftdb2_10018364.csv,nmrshiftdb2_10018364.pickle
nmrshiftdb2_10018366.csv,nmrshiftdb2_10018366.pickle
nmrshiftdb2_10018368.csv,nmrshiftdb2_10018368.pickle
nmrshiftdb2_10018369.csv,nmrshiftdb2_10018369.pickle
nmrshiftdb2_10018370.csv,nmrshiftdb2_10018370.pickle
nmrshiftdb2_10018371.csv,nmrshiftdb2_10018371.pickle
nmrshiftdb2_10018372.csv,nmrshiftdb2_10018372.pickle
nmrshiftdb2_10018373.csv,nmrshiftdb2_10018373.pickle
nmrshiftdb2_10018374.csv,nmrshiftdb2_10018374.pickle
nmrshiftdb2_10018376.csv,nmrshiftdb2_10018376.pickle
nmrshiftdb2_10018377.csv,nmrshiftdb2_10018377.pickle
nmrshiftdb2_10018379.csv,nmrshiftdb2_10018379.pickle
nmrshiftdb2_10018380.csv,nmrshiftdb2_10018380.pickle
nmrshiftdb2_10018381.csv,nmrshiftdb2_10018381.pickle
nmrshiftdb2_10018382.csv,nmrshiftdb2_10018382.pickle
nmrshiftdb2_10018383.csv,nmrshiftdb2_10018383.pickle
nmrshiftdb2_10018384.csv,nmrshiftdb2_10018384.pickle
nmrshiftdb2_10018388.csv,nmrshiftdb2_10018388.pickle
nmrshiftdb2_10018389.csv,nmrshiftdb2_10018389.pickle
nmrshiftdb2_10018391.csv,nmrshiftdb2_10018391.pickle
nmrshiftdb2_10018392.csv,nmrshiftdb2_10018392.pickle
nmrshiftdb2_10018394.csv,nmrshiftdb2_10018394.pickle
nmrshiftdb2_10018398.csv,nmrshiftdb2_10018398.pickle
nmrshiftdb2_10018404.csv,nmrshiftdb2_10018404.pickle
nmrshiftdb2_10018406.csv,nmrshiftdb2_10018406.pickle
nmrshiftdb2_10018407.csv,nmrshiftdb2_10018407.pickle
nmrshiftdb2_10018411.csv,nmrshiftdb2_10018411.pickle
nmrshiftdb2_10018413.csv,nmrshiftdb2_10018413.pickle
nmrshiftdb2_10018415.csv,nmrshiftdb2_10018415.pickle
nmrshiftdb2_10018418.csv,nmrshiftdb2_10018418.pickle
nmrshiftdb2_10018419.csv,nmrshiftdb2_10018419.pickle
nmrshiftdb2_10018420.csv,nmrshiftdb2_10018420.pickle
nmrshiftdb2_10018424.csv,nmrshiftdb2_10018424.pickle
nmrshiftdb2_10018425.csv,nmrshiftdb2_10018425.pickle
nmrshiftdb2_10018426.csv,nmrshiftdb2_10018426.pickle
nmrshiftdb2_10018427.csv,nmrshiftdb2_10018427.pickle
nmrshiftdb2_10018429.csv,nmrshiftdb2_10018429.pickle
nmrshiftdb2_10018430.csv,nmrshiftdb2_10018430.pickle
nmrshiftdb2_10018431.csv,nmrshiftdb2_10018431.pickle
nmrshiftdb2_10018432.csv,nmrshiftdb2_10018432.pickle
nmrshiftdb2_10018433.csv,nmrshiftdb2_10018433.pickle
nmrshiftdb2_10018434.csv,nmrshiftdb2_10018434.pickle
nmrshiftdb2_10018435.csv,nmrshiftdb2_10018435.pickle
nmrshiftdb2_10018438.csv,nmrshiftdb2_10018438.pickle
nmrshiftdb2_10018439.csv,nmrshiftdb2_10018439.pickle
nmrshiftdb2_10018440.csv,nmrshiftdb2_10018440.pickle
nmrshiftdb2_10018445.csv,nmrshiftdb2_10018445.pickle
nmrshiftdb2_10018446.csv,nmrshiftdb2_10018446.pickle
nmrshiftdb2_10018447.csv,nmrshiftdb2_10018447.pickle
nmrshiftdb2_10018449.csv,nmrshiftdb2_10018449.pickle
nmrshiftdb2_10018451.csv,nmrshiftdb2_10018451.pickle
nmrshiftdb2_10018452.csv,nmrshiftdb2_10018452.pickle
nmrshiftdb2_10018453.csv,nmrshiftdb2_10018453.pickle
nmrshiftdb2_10018454.csv,nmrshiftdb2_10018454.pickle
nmrshiftdb2_10018455.csv,nmrshiftdb2_10018455.pickle
nmrshiftdb2_10018457.csv,nmrshiftdb2_10018457.pickle
nmrshiftdb2_10018460.csv,nmrshiftdb2_10018460.pickle
nmrshiftdb2_10018461.csv,nmrshiftdb2_10018461.pickle
nmrshiftdb2_10018462.csv,nmrshiftdb2_10018462.pickle
nmrshiftdb2_10018464.csv,nmrshiftdb2_10018464.pickle
nmrshiftdb2_10018465.csv,nmrshiftdb2_10018465.pickle
nmrshiftdb2_10018467.csv,nmrshiftdb2_10018467.pickle
nmrshiftdb2_10018468.csv,nmrshiftdb2_10018468.pickle
nmrshiftdb2_10018469.csv,nmrshiftdb2_10018469.pickle
nmrshiftdb2_10018474.csv,nmrshiftdb2_10018474.pickle
nmrshiftdb2_10018475.csv,nmrshiftdb2_10018475.pickle
nmrshiftdb2_10018477.csv,nmrshiftdb2_10018477.pickle
nmrshiftdb2_10018478.csv,nmrshiftdb2_10018478.pickle
nmrshiftdb2_10018481.csv,nmrshiftdb2_10018481.pickle
nmrshiftdb2_10018483.csv,nmrshiftdb2_10018483.pickle
nmrshiftdb2_10018484.csv,nmrshiftdb2_10018484.pickle
nmrshiftdb2_10018485.csv,nmrshiftdb2_10018485.pickle
nmrshiftdb2_10018487.csv,nmrshiftdb2_10018487.pickle
nmrshiftdb2_10018488.csv,nmrshiftdb2_10018488.pickle
nmrshiftdb2_10018489.csv,nmrshiftdb2_10018489.pickle
nmrshiftdb2_10018491.csv,nmrshiftdb2_10018491.pickle
nmrshiftdb2_10018493.csv,nmrshiftdb2_10018493.pickle
nmrshiftdb2_10018494.csv,nmrshiftdb2_10018494.pickle
nmrshiftdb2_10018495.csv,nmrshiftdb2_10018495.pickle
nmrshiftdb2_10018496.csv,nmrshiftdb2_10018496.pickle
nmrshiftdb2_10018497.csv,nmrshiftdb2_10018497.pickle
nmrshiftdb2_10018498.csv,nmrshiftdb2_10018498.pickle
nmrshiftdb2_10018499.csv,nmrshiftdb2_10018499.pickle
nmrshiftdb2_10018502.csv,nmrshiftdb2_10018502.pickle
nmrshiftdb2_10018503.csv,nmrshiftdb2_10018503.pickle
nmrshiftdb2_10018504.csv,nmrshiftdb2_10018504.pickle
nmrshiftdb2_10018505.csv,nmrshiftdb2_10018505.pickle
nmrshiftdb2_10018506.csv,nmrshiftdb2_10018506.pickle
nmrshiftdb2_10018510.csv,nmrshiftdb2_10018510.pickle
nmrshiftdb2_10018511.csv,nmrshiftdb2_10018511.pickle
nmrshiftdb2_10018512.csv,nmrshiftdb2_10018512.pickle
nmrshiftdb2_10018514.csv,nmrshiftdb2_10018514.pickle
nmrshiftdb2_10018515.csv,nmrshiftdb2_10018515.pickle
nmrshiftdb2_10018516.csv,nmrshiftdb2_10018516.pickle
nmrshiftdb2_10018517.csv,nmrshiftdb2_10018517.pickle
nmrshiftdb2_10018518.csv,nmrshiftdb2_10018518.pickle
nmrshiftdb2_10018519.csv,nmrshiftdb2_10018519.pickle
nmrshiftdb2_10018520.csv,nmrshiftdb2_10018520.pickle
nmrshiftdb2_10018521.csv,nmrshiftdb2_10018521.pickle
nmrshiftdb2_10018522.csv,nmrshiftdb2_10018522.pickle
nmrshiftdb2_10018523.csv,nmrshiftdb2_10018523.pickle
nmrshiftdb2_10018525.csv,nmrshiftdb2_10018525.pickle
nmrshiftdb2_10018526.csv,nmrshiftdb2_10018526.pickle
